52.3382695,17.496645,2018-05-26T17:24:18.000Z
52.3382705,17.496642667,2018-05-26T17:24:19.000Z
52.3382705,17.496641167,2018-05-26T17:24:20.000Z
52.338269667,17.4966375,2018-05-26T17:24:21.000Z
52.338270333,17.496634833,2018-05-26T17:24:22.000Z
52.3382685,17.496637667,2018-05-26T17:24:23.000Z
52.338267167,17.496636167,2018-05-26T17:24:24.000Z
52.338268,17.496633167,2018-05-26T17:24:25.000Z
52.3382685,17.496636,2018-05-26T17:24:26.000Z
52.338267833,17.496638667,2018-05-26T17:24:27.000Z
52.338267167,17.496640667,2018-05-26T17:24:28.000Z
52.3382635,17.4966495,2018-05-26T17:24:29.000Z
52.338262333,17.496651,2018-05-26T17:24:30.000Z
52.338261667,17.496651667,2018-05-26T17:24:31.000Z
52.338262667,17.496653,2018-05-26T17:24:32.000Z
52.338263667,17.496649833,2018-05-26T17:24:33.000Z
52.338264167,17.496650667,2018-05-26T17:24:34.000Z
52.338264,17.496650167,2018-05-26T17:24:35.000Z
52.3382645,17.496651167,2018-05-26T17:24:36.000Z
52.338264667,17.496654667,2018-05-26T17:24:37.000Z
52.338264667,17.496655167,2018-05-26T17:24:38.000Z
52.338264833,17.496656,2018-05-26T17:24:39.000Z
52.338265333,17.496654333,2018-05-26T17:24:40.000Z
52.338262167,17.496657333,2018-05-26T17:24:42.000Z
52.338261833,17.4966545,2018-05-26T17:24:43.000Z
52.3382625,17.496652667,2018-05-26T17:24:44.000Z
52.338263,17.4966525,2018-05-26T17:24:45.000Z
52.338262333,17.496652833,2018-05-26T17:24:46.000Z
52.338261833,17.496652667,2018-05-26T17:24:47.000Z
52.3382615,17.496652833,2018-05-26T17:24:48.000Z
52.338261,17.496651833,2018-05-26T17:24:49.000Z
52.338260333,17.496650667,2018-05-26T17:24:50.000Z
52.338260167,17.4966495,2018-05-26T17:24:51.000Z
52.33826,17.496649167,2018-05-26T17:24:52.000Z
52.338259667,17.496648833,2018-05-26T17:24:53.000Z
52.338259167,17.496648667,2018-05-26T17:24:54.000Z
52.338258833,17.496649,2018-05-26T17:24:55.000Z
52.338258167,17.496648833,2018-05-26T17:24:56.000Z
52.338257667,17.496648833,2018-05-26T17:24:57.000Z
52.338257167,17.496649,2018-05-26T17:24:58.000Z
52.338256667,17.4966495,2018-05-26T17:24:59.000Z
52.338256167,17.496649667,2018-05-26T17:25:00.000Z
52.338255333,17.496649833,2018-05-26T17:25:01.000Z
52.338255,17.4966495,2018-05-26T17:25:02.000Z
52.338254667,17.496649167,2018-05-26T17:25:03.000Z
52.3382545,17.496648833,2018-05-26T17:25:04.000Z
52.338254,17.496649667,2018-05-26T17:25:05.000Z
52.338253833,17.4966505,2018-05-26T17:25:06.000Z
52.3382555,17.496653167,2018-05-26T17:25:07.000Z
52.338254167,17.496657333,2018-05-26T17:25:08.000Z
52.338253167,17.4966555,2018-05-26T17:25:09.000Z
52.338253833,17.496657,2018-05-26T17:25:10.000Z
52.338255333,17.496657833,2018-05-26T17:25:11.000Z
52.338255667,17.496661167,2018-05-26T17:25:12.000Z
52.3382555,17.496664667,2018-05-26T17:25:13.000Z
52.338253833,17.4966655,2018-05-26T17:25:14.000Z
52.338253167,17.496669833,2018-05-26T17:25:15.000Z
52.338252833,17.496668667,2018-05-26T17:25:16.000Z
52.338252833,17.496668667,2018-05-26T17:25:17.000Z
52.3382525,17.496659667,2018-05-26T17:25:18.000Z
52.338251,17.496658,2018-05-26T17:25:19.000Z
